Clabels,ID
1,1113
4,1885
4,2212
3,17
4,2155
1,1012
3,88
4,1964
4,1981
3,257
3,413
2,2510
3,298
0,1554
4,2004
2,2573
4,2190
3,448
3,183
2,2780
0,1735
2,2477
2,2461
2,2818
1,656
3,403
2,2721
3,473
2,3139
0,1748
0,1331
3,541
2,2986
3,175
2,2640
4,2155
0,1467
1,598
1,1013
0,1737
2,2941
2,2739
0,1423
2,2521
2,3152
2,2463
2,2984
3,448
0,1515
1,647
3,252
0,1806
2,2753
2,2510
2,2724
0,1715
0,1513
3,171
1,697
3,33
4,2004
3,171
3,70
2,2460
4,2383
3,69
4,2155
4,2388
1,626
1,871
1,629
1,1076
3,298
0,1732
0,1249
3,171
4,2016
1,913
2,3103
1,927
2,2510
4,2004
0,1426
2,3141
1,929
0,1426
0,1426
2,2510
0,1633
1,862
2,2956
0,1735
4,1889
3,25
3,83
0,1569
4,2216
1,1074
3,541
1,728
1,589
2,2483
2,2510
2,2804
0,1371
2,2724
2,2510
0,1426
0,1632
3,427
3,171
2,2510
4,2205
3,89
0,1522
1,915
0,1476
4,2004
4,2130
3,520
4,2227
3,69
0,1344
2,3075
0,1780
4,2155
1,656
3,79
2,2576
1,1074
2,2550
3,78
0,1748
3,199
4,1956
2,2555
3,504
0,1426
1,752
0,1546
3,57
4,2004
4,2135
1,1086
3,482
2,2904
0,1735
3,364
2,3089
3,429
3,307
3,438
4,2065
3,90
2,2510
0,1480
0,1371
4,2004
3,372
3,406
4,2244
3,572
0,1216
0,1347
2,2918
1,656
4,1924
3,298
2,2756
0,1426
1,1021
3,330
3,201
0,1426
2,3201
4,2020
3,69
1,1199
2,2966
2,2735
2,2525
3,305
2,2756
2,2591
3,69
0,1360
1,1123
2,2492
4,2255
1,879
0,1806
3,69
0,1546
1,924
3,171
0,1426
1,1119
2,3180
4,1906
2,2603
4,2105
0,1788
3,198
2,2510
2,2965
0,1569
2,2897
2,3057
0,1700
2,2640
4,1918
2,2724
0,1664
1,742
0,1348
3,403
3,42
1,871
4,2430
4,1970
3,171
2,2753
4,1893
0,1426
4,2255
3,302
0,1345
2,2859
2,2581
2,3036
2,3053
2,2970
3,473
2,3155
3,69
2,2787
2,3053
2,2514
0,1314
2,2458
3,401
0,1796
1,1074
1,1189
2,2539
1,987
4,1974
1,1147
4,1970
1,962
3,69
1,814
2,2488
3,501
4,1917
1,840
0,1624
1,1071
1,1074
0,1397
0,1286
4,2290
0,1358
3,572
2,3133
1,1083
0,1426
4,2020
1,742
2,2721
0,1518
3,84
2,2831
3,366
1,656
0,1426
3,393
3,69
3,171
1,1074
4,2316
4,1846
3,162
3,69
3,186
2,2971
3,171
1,674
3,356
4,2428
3,183
2,3207
4,2380
4,2255
2,2528
2,2536
1,595
4,2156
1,852
4,2030
3,271
4,2042
0,1301
2,2721
2,2510
2,2510
2,3201
2,2973
4,2190
1,665
2,2657
2,2721
1,895
0,1354
0,1214
3,302
3,201
0,1618
2,3009
2,2510
0,1746
4,1970
0,1633
3,101
2,3089
2,2527
1,689
3,257
3,387
4,1875
1,763
2,2763
0,1443
1,656
3,171
2,3089
3,23
3,171
2,2536
2,2510
4,1934
0,1735
1,1106
2,2510
0,1345
2,3100
0,1587
0,1593
3,186
4,1971
2,2665
2,2510
2,3090
0,1426
2,2594
0,1426
2,2721
2,2510
3,69
2,2810
2,2842
1,656
3,257
0,1322
3,186
0,1426
3,265
1,589
1,1183
1,1021
2,2775
3,198
0,1250
2,2894
0,1310
4,2064
2,3208
3,570
3,171
3,298
0,1245
0,1426
4,2065
3,161
4,2255
0,1324
1,1123
1,763
2,3184
4,2255
0,1633
0,1284
0,1758
3,69
4,2255
4,2431
1,777
4,1957
2,3057
0,1721
2,2720
2,2593
4,1825
2,2510
2,2743
3,305
3,69
0,1735
0,1735
1,1127
1,656
0,1633
3,171
2,2594
2,2444
4,2065
1,1021
0,1426
3,372
2,2451
0,1587
4,2067
3,17
4,2381
3,68
1,827
2,2753
0,1643
2,2496
3,350
2,2510
0,1426
1,1147
1,703
0,1547
0,1490
0,1426
2,2510
0,1449
3,125
0,1376
4,2226
3,108
1,1024
4,2057
4,2099
4,2153
4,1836
4,2020
4,2290
2,2818
2,2948
2,2510
4,2278
4,2263
4,1994
3,406
1,947
3,139
3,257
2,2992
0,1602
0,1762
4,1946
2,2781
2,2476
0,1426
0,1458
1,1106
3,39
0,1801
1,1153
2,3089
2,2573
3,301
0,1355
3,497
1,600
3,163
2,2510
0,1774
3,150
4,2157
1,876
4,2125
4,1966
4,2265
2,2547
2,2461
1,1137
4,2255
2,3078
3,3
2,2573
0,1376
2,2640
3,146
3,485
3,555
3,489
1,1190
4,2290
3,201
4,2065
1,956
1,1150
1,956
1,1140
2,2453
2,2539
0,1753
4,2012
0,1322
1,852
4,1924
4,1981
0,1506
3,69
0,1735
3,298
0,1546
2,2753
2,3089
0,1678
0,1612
0,1696
3,257
2,2525
0,1341
4,2397
1,1051
3,540
3,257
4,2169
4,2129
1,795
0,1735
1,716
2,2721
4,1970
1,959
1,1123
2,2469
4,2003
4,1860
0,1495
2,2531
4,1921
0,1438
3,302
1,1151
2,3191
4,2394
3,428
4,2004
3,489
0,1744
0,1381
2,2990
2,3138
2,2721
0,1346
3,61
3,569
0,1735
4,2155
3,535
4,2278
1,1013
2,2669
3,273
1,589
1,920
0,1345
4,2113
1,1123
1,627
2,2510
3,257
1,1033
3,290
1,1162
0,1678
4,1982
4,2280
3,18
3,69
4,2190
1,1061
0,1746
2,2461
2,2603
2,2507
0,1228
1,1145
0,1723
1,625
0,1633
4,1824
3,198
1,700
1,1113
2,3107
3,88
3,254
3,119
2,3107
4,2178
4,2155
0,1808
3,472
3,171
3,144
0,1546
3,171
2,2510
4,1901
2,2460
1,661
2,2847
0,1702
0,1445
1,1195
3,171
1,1097
4,1895
1,1099
0,1546
0,1504
1,589
2,3155
4,2211
0,1382
4,2410
1,710
3,285
1,979
4,1966
4,2350
4,1993
2,2946
4,2269
1,738
3,51
3,501
0,1331
4,2155
2,2797
0,1427
0,1715
2,2689
3,59
0,1345
1,656
4,1970
2,2778
4,2284
4,1954
2,2527
0,1811
3,198
4,2088
4,2251
0,1426
2,2721
0,1282
0,1426
3,19
4,2271
0,1633
2,3122
3,171
3,103
0,1250
3,150
4,2286
4,2130
0,1354
4,2126
3,69
3,171
3,476
4,2147
4,2251
3,131
3,171
1,729
2,2775
4,1896
2,2510
1,1023
2,3097
1,1084
1,697
2,2877
2,2721
2,3090
2,3150
4,2120
3,94
2,2548
4,2190
3,201
1,804
4,1970
3,257
2,2510
4,2231
1,770
3,406
0,1633
1,1101
1,1021
2,3155
1,693
0,1438
0,1426
2,2659
0,1257
4,2065
2,3101
2,2913
2,2884
0,1633
0,1743
0,1462
2,2510
3,375
0,1408
3,36
3,190
3,20
4,1830
4,2352
0,1423
4,1970
0,1730
3,0
3,171
0,1371
3,160
0,1574
0,1732
1,761
4,1881
3,476
4,2004
3,489
2,2674
0,1506
4,1970
1,962
3,42
3,150
3,240
3,298
0,1582
4,1843
2,2461
2,2603
1,700
2,3201
2,2892
4,2138
0,1499
1,1095
2,2566
3,69
2,2787
1,702
1,733
0,1372
1,781
4,1966
2,2461
0,1730
3,484
3,302
3,298
0,1574
2,3201
3,33
0,1506
4,2283
2,2877
4,2098
3,476
4,2004
2,2458
4,2130
4,2260
3,489
0,1294
1,950
4,2276
3,33
1,1189
4,2155
3,250
2,2809
3,504
3,372
1,699
2,2880
0,1574
3,31
0,1426
3,313
4,2065
3,298
3,171
0,1345
4,2130
2,2510
2,2573
3,186
1,656
0,1546
2,3027
2,2894
2,3128
1,866
1,729
4,1877
1,778
2,2458
4,2247
2,3175
2,3102
1,644
3,475
3,476
4,2383
2,2531
0,1763
2,2640
2,2510
3,275
4,2004
0,1621
1,615
0,1616
3,186
2,2518
4,2065
3,39
0,1304
0,1753
3,235
4,1882
4,2305
2,2872
4,2202
0,1511
0,1371
1,1021
2,3201
4,2039
4,2255
3,476
4,2137
3,364
2,2534
3,341
4,2379
4,2365
1,1078
4,1836
0,1633
2,2724
3,406
4,2135
3,476
2,3050
4,1986
3,186
0,1426
1,871
1,1123
3,241
2,2453
1,967
2,2629
0,1310
0,1303
3,418
1,943
2,2842
2,2724
1,1106
0,1376
3,171
0,1773
1,763
3,501
1,763
4,2120
4,1889
0,1506
0,1735
2,2510
0,1324
4,1869
0,1466
4,1896
2,2839
2,2510
2,2460
2,2497
4,2168
3,454
0,1304
0,1323
3,298
3,115
2,2510
2,3037
3,298
4,2296
2,2510
0,1753
2,2510
3,265
3,171
0,1578
2,3089
2,2461
2,3091
3,69
0,1239
2,2458
1,697
2,2787
0,1459
1,840
3,151
3,198
0,1580
1,778
1,1060
2,2453
0,1748
4,2250
3,150
2,2724
0,1735
1,887
0,1506
2,2640
4,1970
4,2129
2,2538
2,2787
2,2510
3,192
0,1351
0,1748
2,3201
2,2723
2,2643
1,1106
3,113
3,537
0,1354
0,1280
2,2721
0,1280
0,1746
0,1257
4,1907
0,1518
2,2510
1,1090
2,2594
0,1346
3,69
1,1031
2,3088
0,1354
2,2708
3,69
2,3043
0,1226
1,986
2,2573
4,1970
4,2155
2,2510
4,1912
4,2062
0,1435
2,2510
3,298
2,2493
1,621
1,1104
4,2255
1,753
4,2363
2,2695
4,2113
3,209
1,692
4,2428
3,298
0,1655
1,882
0,1462
4,2105
4,2004
1,1162
4,2157
2,3110
0,1747
2,2822
1,682
2,2724
3,400
0,1730
2,2724
1,1021
0,1798
1,990
2,2646
1,1106
2,2510
2,3116
0,1518
4,1854
0,1371
3,238
1,1021
2,2615
4,1935
3,180
3,69
3,476
4,2135
2,2510
0,1526
0,1306
4,2073
2,3151
2,2581
1,691
4,2190
3,69
1,840
1,581
4,2135
1,758
0,1546
0,1317
4,1944
1,1171
4,2220
4,1887
1,1106
2,3112
2,2913
0,1462
3,418
3,330
0,1735
0,1426
4,1970
4,2389
2,2798
2,2573
4,1836
0,1346
1,1106
4,2190
0,1578
0,1569
4,1970
0,1638
1,1033
2,2968
2,2835
4,2009
0,1606
1,1021
2,2510
1,1015
2,2721
2,2510
3,131
3,171
4,1970
3,74
4,2004
2,2538
3,482
4,1970
1,956
4,1848
0,1735
0,1346
1,1078
4,2065
2,2990
1,741
2,2724
2,3193
4,1970
1,911
0,1426
2,2922
4,2138
0,1358
0,1633
2,2950
2,2913
0,1466
0,1250
1,1092
0,1735
2,2721
0,1426
2,3060
2,2746
4,1969
3,281
0,1590
3,70
3,69
2,2752
4,2155
0,1472
3,524
3,476
1,698
2,2797
1,958
1,1057
0,1462
4,1970
2,3085
3,52
0,1371
2,2724
3,219
0,1497
0,1458
3,193
1,1001
3,2
2,2510
4,2251
3,69
3,18
3,69
0,1708
1,780
1,665
2,2453
2,2971
3,70
3,418
0,1412
0,1681
0,1294
1,871
3,489
2,2510
4,2389
4,2129
0,1633
1,699
2,2985
4,2073
4,2406
2,3127
2,3173
3,548
4,2001
0,1376
2,2694
1,1095
2,2458
4,2352
3,420
3,66
0,1546
2,2724
2,2443
1,1096
2,3016
4,1924
0,1730
2,2510
4,1981
3,69
3,69
3,298
2,3115
4,2295
0,1638
1,613
4,2116
1,956
2,3207
1,1212
0,1651
0,1445
2,2796
4,2079
3,476
2,2894
0,1746
4,2256
2,2652
1,958
3,217
0,1771
4,2065
1,645
4,1994
2,2721
2,3089
2,3030
1,763
0,1426
2,2990
3,186
1,672
2,3211
3,257
4,2135
4,2065
2,2660
2,2813
1,1168
3,465
0,1726
0,1301
2,2510
2,2905
3,269
2,2510
1,874
4,2326
0,1304
0,1314
1,660
1,589
1,619
0,1426
4,2387
2,2453
0,1289
4,2000
2,2510
3,201
0,1520
2,2510
1,962
4,2363
2,2808
4,2343
3,69
4,2255
2,3208
0,1798
2,2721
0,1426
3,69
3,45
0,1606
0,1678
4,2065
2,2724
4,1895
3,372
2,2935
0,1426
0,1382
1,818
4,2020
1,1145
0,1633
3,7
0,1587
3,168
2,2510
3,343
0,1259
0,1806
3,69
1,1033
0,1358
1,933
4,1970
0,1406
0,1426
0,1753
2,2540
0,1502
2,2847
2,3040
2,2510
3,17
4,2090
1,1076
3,298
1,892
3,69
3,69
0,1641
2,2810
0,1673
4,2242
1,1021
4,2291
0,1569
1,1021
0,1735
3,69
2,3183
0,1723
2,2721
2,2721
0,1280
2,2721
2,2894
2,3035
2,2867
1,824
1,1203
1,927
1,1065
1,763
2,2665
0,1370
1,1074
1,888
1,623
1,979
3,186
0,1321
4,1970
1,1174
0,1442
1,921
3,342
4,2174
2,2904
1,729
0,1678
1,619
2,3201
4,2371
4,1935
1,821
0,1582
3,299
4,2081
1,1009
1,1123
4,2065
3,399
4,2436
4,1921
2,2618
4,2382
2,2573
0,1271
4,2315
4,2073
4,2004
0,1578
1,1110
4,2008
0,1748
4,1896
3,159
0,1735
1,592
2,2724
4,2062
4,2355
2,3155
2,2510
1,905
0,1546
1,602
3,298
2,3208
0,1589
0,1621
0,1659
3,476
2,2458
1,858
2,2721
4,2155
2,2510
3,171
2,3175
2,3201
0,1426
2,2904
4,1819
4,2255
4,1944
4,2255
0,1583
2,2510
3,375
2,2549
3,171
4,1879
0,1546
2,2742
4,2004
2,2818
4,1981
2,2510
3,69
2,2753
2,2510
2,2460
2,2685
0,1685
0,1498
4,2314
1,1153
4,2009
4,2155
4,2029
0,1546
1,1189
3,298
4,2416
3,476
4,2315
4,2155
3,69
4,2019
4,2055
3,24
3,171
3,171
3,69
3,393
4,1867
3,177
0,1647
3,302
1,1051
3,513
1,1021
1,1154
2,2759
3,69
2,2822
2,3086
3,69
2,3094
4,2170
2,2764
4,1991
3,302
2,2510
1,644
2,2887
2,3201
4,2383
2,2818
0,1354
0,1426
1,1183
4,1889
3,418
4,2244
0,1315
4,2004
4,2240
3,201
3,111
4,1962
4,2135
2,3201
3,33
4,1912
3,298
1,736
3,171
1,1046
0,1807
0,1541
3,418
3,113
2,2787
4,2064
0,1546
1,586
3,150
3,476
0,1527
4,2298
2,2632
4,1889
4,2413
3,171
0,1435
3,542
1,1165
4,2190
4,2368
4,2354
4,2139
3,69
4,2004
0,1806
4,2381
1,651
1,587
4,2016
0,1241
4,1895
0,1426
2,2683
4,2385
2,3067
0,1324
2,2510
4,2386
1,1106
2,2510
3,257
2,2510
4,2387
2,2816
2,3089
3,69
2,3193
4,2374
0,1448
0,1799
3,557
1,656
0,1435
2,2979
3,462
2,2534
4,2065
2,2724
1,1005
4,2437
2,2510
0,1426
2,2703
3,69
0,1525
0,1793
1,802
0,1678
0,1426
0,1345
3,184
4,2410
4,2189
0,1447
3,379
2,2820
3,198
2,2825
3,69
4,2130
0,1346
3,492
1,1029
3,393
0,1284
0,1609
2,2721
4,2421
3,493
4,1895
3,170
0,1732
4,2256
2,3195
4,2065
1,733
3,527
4,2009
2,2859
1,716
0,1237
1,1183
0,1426
3,286
2,2809
2,2453
3,380
4,1970
0,1735
4,2215
2,3056
2,2643
2,2618
3,69
0,1280
3,541
3,69
0,1573
2,2642
1,1109
3,221
1,962
4,2173
2,2579
2,2461
0,1546
3,279
0,1699
2,3069
3,476
0,1716
4,2065
0,1438
2,3201
0,1735
1,860
0,1633
2,3157
3,69
2,2510
4,1895
0,1426
4,2065
4,1889
0,1426
2,2820
4,2256
3,201
0,1636
1,1167
2,2573
1,1114
3,257
1,1029
2,2501
4,1966
2,2700
4,1981
2,2809
3,129
1,1021
1,1021
1,777
2,2806
1,700
2,2510
4,2346
0,1426
2,3053
3,372
0,1228
3,190
1,782
0,1735
1,871
3,460
2,3201
3,69
2,2904
3,154
0,1776
4,2065
3,253
2,2721
4,1970
4,2159
2,2721
4,2065
2,2666
1,1086
4,2190
4,2163
2,2997
0,1376
2,2893
1,998
0,1759
4,2065
3,162
1,794
2,2685
3,83
3,69
0,1627
1,1184
2,2958
0,1272
4,2000
1,699
0,1621
4,2428
3,110
0,1419
1,777
3,414
4,2062
1,649
0,1796
4,2438
1,873
0,1321
4,2062
3,287
2,2485
2,2611
1,987
2,2775
4,1970
3,458
4,1897
0,1755
2,2527
3,58
2,3133
1,1074
1,1106
1,682
0,1374
4,2410
0,1747
2,3030
4,2363
2,2786
3,444
0,1297
2,2510
3,171
4,2410
0,1633
2,2724
2,2510
3,99
3,69
1,807
2,2999
2,3052
0,1345
4,2130
0,1280
0,1391
2,2510
3,290
0,1748
0,1546
3,372
0,1426
3,455
1,1021
4,2207
1,668
3,382
4,1944
2,2971
